text_line,source_file_name,page_number,x_min,y_min,x_max,y_max,ocr_confidence
2,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,448.0,1437.0,466.0,1458.0,1.0
CONSTRUCTION,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2191.0,1437.0,2411.0,1476.0,0.9997
KATANDA,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2474.0,1439.0,2615.0,1470.0,0.99999
EDUCATION,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,1970.0,1444.0,2136.0,1476.0,0.66775
CONSTRUCTION QF STAFF HQUSE,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,1399.0,1449.0,1849.0,1488.0,0.81668
CHIPONDO COMMUNITY SCHOQL,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,509.0,1462.0,953.0,1501.0,0.76576
INSUFFICEENT FUNDS,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2923.0,1465.0,3233.0,1504.0,0.53789
NOT APPROVED,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2646.0,1471.0,2879.0,1507.0,0.96588
45,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,433.0,1472.0,467.0,1500.0,0.37313
L,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,136.0,1473.0,175.0,1841.0,0.17141
KKATANDA,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2470.0,1473.0,2619.0,1551.0,0.97262
1,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,383.0,1479.0,419.0,1597.0,0.63516
DRILLING,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2192.0,1482.0,2328.0,1511.0,0.99985
WATER,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,1973.0,1485.0,2073.0,1517.0,0.99995
DRILLAAG OF A BOREHOLE,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,1402.0,1490.0,1761.0,1526.0,0.70236
CHIBINGA LWAMBL CHIBOOLA,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,506.0,1501.0,931.0,1542.0,0.5885
[NSUFFICIENT FUNDS,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2922.0,1503.0,3236.0,1544.0,0.59642
8,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,210.0,1506.0,282.0,1611.0,0.47407
14,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,430.0,1510.0,467.0,1539.0,0.99809
NOT APPROVED,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2646.0,1512.0,2879.0,1548.0,0.99666
CONSTRUCTION,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2191.0,1516.0,2412.0,1555.0,0.95467
WATER,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,1973.0,1524.0,2076.0,1555.0,0.99994
[COVSTRUCTION OFA DAM,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,1399.0,1525.0,1761.0,1567.0,0.32918
IKABILA NYATI COMMUNITY,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,506.0,1542.0,890.0,1578.0,0.63746
NNSUFFICEENT FUNDS,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2923.0,1545.0,3236.0,1581.0,0.66111
5,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,433.0,1548.0,467.0,1580.0,0.99972
NOT APPROVED,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2646.0,1550.0,2882.0,1586.0,0.70385
KATANDA,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2477.0,1556.0,2615.0,1588.0,0.99996
CONSTRUCTION,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2191.0,1558.0,2414.0,1594.0,0.98494
SANITATION,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,1969.0,1560.0,2143.0,1597.0,0.67553
ICoNSTRLCTION OF ABLUTION BLOCK,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,1399.0,1566.0,1909.0,1606.0,0.57627
NUINK ! PRIMARY SCHOOL,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,506.0,1580.0,885.0,1619.0,0.26519
NNSUFFICIENT FUNDS,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2925.0,1582.0,3236.0,1623.0,0.86685
1,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,373.0,1588.0,423.0,1728.0,0.68457
NOT APPROVED,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2649.0,1588.0,2882.0,1624.0,0.94134
216,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,425.0,1589.0,470.0,1618.0,0.99651
CONSTRUCTION,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2193.0,1594.0,2412.0,1636.0,0.99984
KATANDA,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2477.0,1595.0,2615.0,1626.0,0.99998
EDUCATION,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,1973.0,1603.0,2139.0,1634.0,0.99991
CONSTRUCTION OF 1X3 CRB,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,1402.0,1607.0,1783.0,1646.0,0.63734
1,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,113.0,1609.0,141.0,1714.0,0.29132
2,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,207.0,1613.0,282.0,1715.0,0.32137
MMACIELE COMMUNITY SCHOOL,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,509.0,1618.0,986.0,1657.0,0.70248
INSUFFICENT FUNDS,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2925.0,1621.0,3236.0,1664.0,0.82137
217,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,419.0,1628.0,467.0,1659.0,0.95678
NOT APPROVED,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2649.0,1629.0,2882.0,1666.0,0.68204
priLa mon,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2189.0,1631.0,2418.0,1717.0,0.04435
KATANDA,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2473.0,1632.0,2622.0,1710.0,0.6133
0,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,92.0,1634.0,113.0,1658.0,0.83749
[AESROCK,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,1967.0,1635.0,2136.0,1719.0,0.24884
A SPRAY RACE AT KATANDA,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,1408.0,1646.0,1792.0,1685.0,0.78959
1,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,86.0,1657.0,114.0,1816.0,0.15747
1,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,337.0,1658.0,375.0,1741.0,0.22394
NNSUFFICENT FUNDS,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2925.0,1662.0,3239.0,1703.0,0.85442
2I8,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,418.0,1665.0,474.0,1701.0,0.06911
KATANDA,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,510.0,1666.0,651.0,1697.0,0.99996
NOT APPRQVED,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2649.0,1671.0,2885.0,1707.0,0.72342
CONSTRUCTION OF A DAM,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,1402.0,1686.0,1764.0,1726.0,0.83479
MUCHENJEJE COMMUNITY,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,512.0,1701.0,874.0,1737.0,0.96568
[NSUFFICINT FUNDS,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2928.0,1703.0,3238.0,1742.0,0.74387
219,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,421.0,1706.0,471.0,1742.0,0.98808
NOL APPROVED,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2649.0,1709.0,2885.0,1748.0,0.78917
1,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,110.0,1710.0,138.0,1917.0,0.39674
[cONSTRUCTIOA,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2193.0,1715.0,2417.0,1755.0,0.47506
KATANDA,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2477.0,1715.0,2618.0,1747.0,0.99639
EDUCATION,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,1975.0,1720.0,2142.0,1756.0,0.92258
H,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,329.0,1721.0,420.0,1933.0,0.52483
CONSTRUCTOX 14 STAFF HQUSES,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,1404.0,1725.0,1863.0,1767.0,0.28868
NAJINKA PRIMARY SCHOQL,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,511.0,1741.0,887.0,1779.0,0.84702
NNSUFFICIENT FUNDS,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2928.0,1742.0,3238.0,1783.0,0.86491
220,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,421.0,1747.0,474.0,1783.0,0.34622
NOT APPROVED,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2651.0,1750.0,2885.0,1786.0,0.93067
C,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,213.0,1755.0,271.0,1797.0,0.20981
KATANDA,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2480.0,1756.0,2618.0,1788.0,0.94548
cONSTRUCTION,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2193.0,1757.0,2416.0,1795.0,0.70633
[ONSTRucTONOF WEACTH O9 SSATIE,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,1400.0,1762.0,1963.0,1851.0,0.05023
HIEALTH,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,1976.0,1762.0,2092.0,1793.0,0.70299
HEALTH POST,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,1669.0,1767.0,1856.0,1799.0,0.89987
BOONGQ HEALTH POST,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,511.0,1782.0,830.0,1821.0,0.6227
INSUFFICEENT FUNDS,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2928.0,1782.0,3239.0,1822.0,0.92113
621,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,421.0,1786.0,471.0,1822.0,0.66618
NOT APPROVED,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2649.0,1787.0,2885.0,1830.0,0.95611
CONSTRUCTION,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2196.0,1795.0,2417.0,1836.0,0.99843
KATANDA,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2480.0,1798.0,2621.0,1826.0,0.99998
EDUC 'TION,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,1976.0,1803.0,2144.0,1834.0,0.24143
BOONGO COMMUNITY SCHOOL,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,512.0,1821.0,934.0,1859.0,0.80781
INSUFFICENT FUNDS,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2927.0,1823.0,3241.0,1865.0,0.64727
622,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,421.0,1827.0,474.0,1863.0,0.13322
NOT APPROVED,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2651.0,1828.0,2888.0,1868.0,0.98637
KATANDA,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2478.0,1833.0,2622.0,1872.0,0.99999
CONSTRUCTION,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2197.0,1838.0,2416.0,1874.0,0.77982
EDUCATION,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,1977.0,1840.0,2145.0,1877.0,0.76594
[CONSTRUCTON OF IX3 CRB,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,1404.0,1848.0,1786.0,1888.0,0.51143
NAINKA PRIMARY SCHOOL,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,512.0,1862.0,887.0,1898.0,0.6636
INSUFFICEENT FUNDS,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2930.0,1865.0,3241.0,1905.0,0.72693
NOT APPROVED,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2651.0,1868.0,2888.0,1909.0,0.99872
22;,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,422.0,1869.0,473.0,1900.0,0.10335
[CONSTRUCTION,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2196.0,1876.0,2417.0,1915.0,0.44314
KATANDA,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2480.0,1877.0,2621.0,1908.0,0.99999
EDUCATION,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,1977.0,1880.0,2143.0,1918.0,0.99965
IcoxSTRUCTOL OF 1X3 CRB,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,1404.0,1888.0,1786.0,1927.0,0.22599
LUYANDO COMMUNITY SCHOOL,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,514.0,1901.0,956.0,1940.0,0.7954
[NSUFFICENT FUNDS,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2930.0,1903.0,3242.0,1945.0,0.60641
22i,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,421.0,1906.0,474.0,1945.0,0.23198
NOT APPROVED,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2651.0,1912.0,2888.0,1948.0,0.66455
CONSTRUCTION,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2196.0,1916.0,2420.0,1956.0,0.99705
KATANDA,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2483.0,1918.0,2621.0,1950.0,0.99977
EDUCATION,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,1978.0,1924.0,2144.0,1955.0,0.99693
CONSTRUCTION OF IX3 CRB,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,1408.0,1928.0,1786.0,1967.0,0.77939
NADWIZI PRIMARY SCHOOL,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,511.0,1942.0,890.0,1982.0,0.77954
NNSUFFICEENT FUNDS,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2933.0,1945.0,3241.0,1984.0,0.74453
225,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,424.0,1947.0,474.0,1983.0,1.0
KATANDA,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2481.0,1953.0,2625.0,1992.0,0.99994
NOT,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2651.0,1953.0,2723.0,1989.0,0.99987
APPROVED,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2726.0,1954.0,2887.0,1985.0,0.9998
CONSTRUCTION OF A FEEDER ROAD NABUAINSTRASTUCTUICONSTRUCTION,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,1406.0,1957.0,2420.0,2008.0,0.33645
NABULANGU BASIC SCHOOL,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,514.0,1981.0,901.0,2019.0,0.79315
NNSUFFICIENT FUNDS,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2931.0,1983.0,3244.0,2022.0,0.59197
226,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,425.0,1989.0,475.0,2021.0,0.99999
NOT APPROVED,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2654.0,1991.0,2888.0,2027.0,0.9946
KATANDA,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2483.0,1998.0,2624.0,2026.0,0.99998
CONSTRUCTION,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2200.0,2000.0,2418.0,2032.0,0.97166
EDUCATION,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,1981.0,2003.0,2144.0,2034.0,0.63359
CONSTRUCTION OF 1X3 CRB,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,1407.0,2007.0,1789.0,2047.0,0.64669
NACHONCHO COMMUNITY,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,517.0,2021.0,877.0,2057.0,0.87847
227,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,427.0,2027.0,474.0,2063.0,0.81869
APPROVED,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2656.0,2030.0,2798.0,2069.0,0.93043
NA,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2935.0,2030.0,2974.0,2059.0,0.99999
Katanda,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2484.0,2035.0,2600.0,2071.0,1.0
Classroom Block,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2202.0,2038.0,2427.0,2074.0,0.95783
Education,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,1988.0,2040.0,2129.0,2079.0,0.99964
Construction Of A 1x2 CRB,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,1410.0,2046.0,1775.0,2088.0,0.84855
1x2 CRB Mpango Primary,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,519.0,2056.0,865.0,2109.0,0.55894
20,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,429.0,2065.0,471.0,2107.0,1.0
Katanda,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2484.0,2072.0,2601.0,2113.0,1.0
NA,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2935.0,2072.0,2977.0,2100.0,0.99999
APPROVED,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2658.0,2074.0,2796.0,2106.0,0.99992
Staff House,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2199.0,2079.0,2364.0,2115.0,0.85487
Health,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,1988.0,2082.0,2085.0,2118.0,0.99253
Constuction Of A Staff House,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,1410.0,2087.0,1816.0,2126.0,0.72341
Staff House At Nabulangu RHC,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,525.0,2098.0,942.0,2140.0,0.95475
21,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,429.0,2106.0,468.0,2142.0,1.0
APPROVED,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2656.0,2110.0,2800.0,2148.0,0.9999
NA,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2937.0,2110.0,2977.0,2139.0,0.99999
Katanda,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2484.0,2114.0,2600.0,2151.0,1.0
Staff House,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2201.0,2116.0,2364.0,2157.0,0.99965
Agriculture,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,1991.0,2123.0,2145.0,2161.0,0.96981
[Completion Of A Staff House,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,1409.0,2124.0,1801.0,2173.0,0.45297
Staff House At Katanda Agric Camp Office_,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,524.0,2135.0,1094.0,2184.0,0.64412
22,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,429.0,2145.0,471.0,2186.0,1.0
NA,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2937.0,2151.0,2977.0,2180.0,0.99995
APPROVED,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2661.0,2154.0,2799.0,2185.0,0.99992
Mikata,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2487.0,2155.0,2581.0,2192.0,0.99362
Health Post,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2202.0,2158.0,2364.0,2194.0,0.99992
Health,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,1991.0,2161.0,2085.0,2197.0,0.99999
Completion Qf,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,1410.0,2166.0,1614.0,2211.0,0.80865
A Health Post,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,1624.0,2166.0,1811.0,2203.0,0.99312
Health Post At Bungashiya,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,527.0,2179.0,886.0,2224.0,0.96041
23,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,429.0,2186.0,474.0,2225.0,0.47645
NA,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2937.0,2189.0,2980.0,2221.0,0.99999
APPROVED,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2659.0,2190.0,2800.0,2228.0,0.99993
Mikata,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2487.0,2194.0,2581.0,2230.0,1.0
Boreholes,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,2213.0,2197.0,2353.0,2233.0,0.99999
Water,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,1991.0,2202.0,2079.0,2238.0,0.99998
Drilling Of Boreholes,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,1410.0,2205.0,1699.0,2254.0,0.79518
Drilling 12_Boreholes,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,518.0,2220.0,814.0,2270.0,0.59501
24,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,5,429.0,2224.0,474.0,2266.0,1.0
Mikata,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,6,2466.0,211.0,2558.0,243.0,0.99999
Dip tanks,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,6,2194.0,213.0,2326.0,249.0,0.99938
Procurement Of Chemicals For Dip tanks,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,6,1397.0,214.0,1944.0,257.0,0.93379
Livestock,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,6,1973.0,217.0,2106.0,248.0,0.75527
Chemicals For Dip Tanks,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,6,503.0,228.0,838.0,270.0,0.65152
25,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,6,413.0,232.0,457.0,268.0,1.0
NA,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,6,2915.0,241.0,2955.0,273.0,0.99998
APPROVED,2025-DUNDUMWEZI-APPROVED-AND-NOT-APPROVED-PROJECTS.pdf,6,2639.0,244.0,2777.0,275.0,0.99437
